,title,ABS,G1,G2,G3,G4,G5,G6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
71,Severe Middle East Respiratory Syndrome (MERS) Pneumonia,"Abstract Middle East Respiratory Syndrome (MERS) is a viral respiratory infection, which ranges from asymptomatic infection to severe pneumonia and multiorgan failure, caused by a novel coronavirus named Middle East Respiratory Syndrome Coronavirus (MERS-CoV). Majority of cases have been reported from Saudi Arabia. MERS cases occur as sporadic cases or as clusters or hospital outbreaks. Dromedary camels are thought to be a host for MERS-CoV. Direct contact with dromedary camels within 14days prior to infection was identified as an independent risk factor for MERS. Diagnosis of MERS is based on a positive real-time reverse transcriptase polymerase chain reaction (rRT-PCR), obtained from a respiratory specimen. The mainstay of management of MERS-CoV infection is supportive care. There is no specific antiviral therapy for MERS-CoV infection at present, although several modalities of treatment options have been examined or are under investigation.",0,0,0,1,0,0,0.11644826300000001,0.319417351,-0.166520167,-0.0117203,-0.02382696,0.019284772,-0.023307527,0.48390487200000004,0.41198545,0.020264769,0.058965052000000004,-0.051468139,-0.01997553,-0.017123021000000002,0.009888547,-0.036510051,0.004062085,-0.055130472,-0.007491064,0.0053580369999999995,-0.008523746,0.055452222999999995,0.021966523999999998,0.049141992999999995,0.024352685,-0.030337196,-0.027132556000000002,-0.007538454,-0.010272277,0.023304823
85,Pregnancy and perinatal outcomes of women with severe acute respiratory syndrome,"Abstract Objective This study was undertaken to evaluate the pregnancy and perinatal outcomes of pregnant women with severe acute respiratory syndrome (SARS). Study design All pregnant women (12) who presented with SARS in Hong Kong between February 1 and July 31, 2003, were included. The pregnancy and perinatal outcomes were collected. Evidence of perinatal transmission of virus was assessed with the SARS-associated coronavirus reverse-transcriptase polymerase chain reaction on cord blood, placenta tissue, and subsequent follow-up of the neonate on serology. Results Three deaths occurred among the 12 patients, giving a case fatality rate of 25%. Four of the 7 patients (57%) who presented in the first trimester had spontaneous miscarriage. Four of the 5 patients who presented after 24 weeks were delivered preterm. Two mothers recovered without delivery, but their ongoing pregnancies were complicated by intrauterine growth restriction. No newborn infant had clinical SARS and all investigations were negative for SARS. Conclusion SARS during pregnancy is associated with high incidences of spontaneous miscarriage, preterm delivery, and intrauterine growth restriction. There is no evidence of perinatal SARS infection among infants born to these mothers.",0,0,0,1,0,0,0.074021818,0.236979635,-0.167314894,-0.08728452099999999,-0.059909757,-0.000453685,-0.06898387,-0.184915747,-0.114787425,-0.012979918,0.003283172,0.006135827,0.003366103,-0.030148887000000003,0.026190066,0.05452835,-0.0072963540000000006,0.008310617,0.011141789,0.011273604,0.007141557,-0.065509048,-0.06326175,-0.005934900999999999,0.004018508,-0.032504532,0.007677886,0.011564826,-0.028682613,-0.012734158999999998
93,A real-time PCR for SARS-coronavirus incorporating target gene pre-amplification,"Abstract An enhanced polymerase chain reaction (PCR) assay to detect the coronavirus associated with severe acute respiratory syndrome (SARS-CoV) was developed in which a target gene pre-amplification step preceded TaqMan real-time fluorescent PCR. Clinical samples were collected from 120 patients diagnosed as suspected or probable SARS cases and analyzed by conventional PCR followed by agarose gel electrophoresis, conventional TaqMan real-time PCR, and our enhanced TaqMan real-time PCR assays. An amplicon of the size expected from SARS-CoV was obtained from 28/120 samples using the enhanced real-time PCR method. Conventional PCR and real-time PCR alone identified fewer SARS-CoV positive cases. Results were confirmed by viral culture in 3/28 cases. The limit of detection of the enhanced real-time PCR method was 102-fold higher than the standard real-time PCR assay and 107-fold higher than conventional PCR methods. The increased sensitivity of the assay may help control the spread of the disease during future SARS outbreaks.",0,0,0,1,0,0,0.131824906,0.393415907,0.111089898,0.076179484,-0.046564324000000004,-0.069225556,-0.070645137,-0.122868054,-0.046639072000000004,-0.0024372779999999998,-0.00247397,-0.036833306,0.007553592,0.037049602,0.026248649,-0.023308856,0.034817297999999997,-0.034001518,0.034629765,-0.134032081,0.038578522999999997,0.088649135,0.062119533,-0.054057325999999996,-0.07918157099999999,0.009080887,0.043334705999999994,-0.035817262999999995,0.030485368,0.031010872000000002
103,Clinical and Laboratory Features of Severe Acute Respiratory Syndrome Vis-À-Vis Onset of Fever,"Study objectives: Severe acute respiratory syndrome (SARS) is a rapidly progressive disease caused by a novel coronavirus (CoV) infection. However, the disease presentation is nonspecific. The aim of this study was to define clearly the presentation, clinical progression, and laboratory data in a group of patients who had SARS. Design: Retrospective observational study. Setting: A tertiary care medical center with 51 negative-pressure isolation rooms in Taipei, Taiwan. Patients: Fifty-three patients with SARS seen between April 27 and June 16, 2003. Results: Fever (ie, temperature > 38°C) was the most common symptom (98%) and the earliest. When admitted to the isolation unit of the hospital for observation, most patients reported nonspecific symptoms associated with their fever. Only two patients with preexisting illnesses had cough on the same day the fever began. Eventually, 39 patients (74%) developed cough, beginning at a mean (± SD) time of 4.5 ± 1.9 days after fever onset, and 35 patients (66%) had diarrhea beginning at a mean time of 6.0 ± 3.3 days after fever onset. Thirty-one patients (59%) had abnormal findings on chest radiographs on hospital admission, and all but 1 patient (98%) eventually developed lung infiltrates that were consistent with pneumonia. The majority of patients (63%) first developed unifocal infiltrates at a mean time of 4.5 ± 2.1 days after fever onset, while in 37% of patients the initial infiltrates were multifocal, appearing at a mean time of 5.8 ± 1.3 days after fever onset. Common laboratory findings included lymphopenia (on hospital admission, 70%; during hospitalization, 95%), thrombocytopenia (on hospital admission, 28%; during hospitalization, 40%), elevated lactate dehydrogenase (on hospital admission, 58%; during hospitalization, 88%), creatine kinase (on hospital admission, 18%; during hospitalization, 32%), and aspartate aminotransferase or alanine aminotransferase levels (on hospital admission, 27%; during hospitalization, 62%). Throat or nasopharyngeal swab for SARS-CoV by reverse transcriptase polymerase chain reaction (PCR) and real-time PCR was positive in 40 of the 47 patients (85%) in whom the test was performed. Conclusions: None of the presenting symptoms or laboratory findings are pathognomonic for SARS. Even though cough developed in a majority of patients, it did not occur until later in the disease course, suggesting that a cough preceding or concurrent with the onset of fever is less likely to indicate SARS. While PCR for SARS-CoV appears to be the best early diagnostic test currently available, it is clear that better methods are needed to differentiate between SARS and non-SARS illness on initial presentation.",0,0,0,1,0,0,0.203495819,0.269217714,-0.192297387,-0.108931104,-0.10285738300000001,-0.04724725,-0.138205341,-0.027240592999999997,-0.185834319,0.013002267,-0.024965368999999998,0.023176517,-0.029259302999999997,0.037330304,-0.031460771,0.030441107999999998,-0.00028481299999999997,0.067469948,-0.004763029,0.040228926,0.03708654,-0.037183144,-0.076735572,-0.058792015999999996,-0.06837504400000001,-0.009661856,0.011974796999999999,-0.027153458,-0.051506154000000005,0.002739872
104,Colonization of Severe Acute Respiratory Syndrome-Associated Coronavirus Among Health-Care Workers Screened by Nasopharyngeal Swab,"Study objectives To report the efficacy and findings of a large-scale preventive screening program for severe acute respiratory syndrome-associated coronavirus (SARS-CoV) using amplification of the virus from a nasopharyngeal swab (NPS) obtained from the health-care workers (HCWs). Design A prospective observational study. Setting A medical center in Taiwan. Participants Two hundred thirty HCWs. Intervention NPS examination for the presence of SARS-CoV by two nested reverse transcription-polymerase chain reaction (RT-PCR) assays. Measurements and results During the outbreak of severe acute respiratory syndrome (SARS), NPS polymerase chain reaction screening of HCWs for SARS-CoV was performed. SARS-CoV was examined by two nested RT-PCRs and a quantitative RT-PCR. Serum-specific antibodies were assessed by enzyme immunoassay and indirect immunofluorescence. We monitored 230 HCWs, including 217 first-line HCWs and 13 non–first-line HCWs. One hundred ninety first-line HCWs and 13 non–first-line HCWs had negative results in both nested RT-PCR assays. Two first-line HCWs who were positive on both nested RT-PCR assays had SARS. They had 16,900 ± 7,920 copies (mean ± SD) of RNA per milliliter in the NPS and had detectable anti-SARS antibodies. The remaining 25 first-line HCWs were negative for the first nested RT-PCR but positive for the second nested RT-PCR. Their corresponding titers were 338 ± 227 copies of RNA per milliliter; antibodies developed in none of these 25 HCWs. The expression and function of angiotensin-converting enzyme-2 were not different among these HCWs. This study shows that colonization of SARS-CoV occurred in 25 of 217 well-protected first-line HCWs on a SARS-associated service, but they remained seronegative. Conclusion With the second RT-PCR assay more sensitive than the first RT-PCR assay, we are able to show that approximately 11.5% of well-protected HCWs exposed to SARS patients or specimens may have colonization without seroconversion. Only those with significant clinical symptoms or disease would have active immunity. Thus, regular NPS screening for nested RT-PCR assays in conjunction with a daily recording of body temperature in all first-line HCWs may provide an effective way of early detection.",0,0,0,1,0,0,0.041703933,0.284365266,0.003066776,0.022423248,-0.030954642999999997,-0.018772183,-0.053612302,-0.09882853300000001,-0.016547832,-0.051547648,0.01625324,-0.0029396009999999996,-0.032721787,0.04371474400000001,0.020383626000000002,0.020570585,0.039173876,-0.007058028,-0.011350146,-0.062982165,-0.002993118,0.022173262000000003,-0.020109738000000002,0.017663245,0.008594267,0.015858674,0.016070756000000002,-0.012705441000000001,0.040101717,-0.028745839
110,"Enteric involvement of severe acute respiratory syndrome-associated coronavirus infection 1 1 The authors thank Man-yee Yung, Sara Fung, Dr. Bonnie Kwan, and Dr. Thomas Li for their help in retrieving patient information.","Abstract Background & Aims : Severe acute respiratory syndrome (SARS) is a recently emerged infection from a novel coronavirus (CoV). Apart from fever and respiratory complications, gastrointestinal symptoms are frequently observed in patients with SARS but the significance remains undetermined. Herein, we describe the clinical, pathologic, and virologic features of the intestinal involvement of this new viral infection. Methods : A retrospective analysis of the gastrointestinal symptoms and other clinical parameters of the first 138 patients with confirmed SARS admitted for a major outbreak in Hong Kong in March 2003 was performed. Intestinal specimens were obtained by colonoscopy or postmortem examination to detect the presence of coronavirus by electron microscopy, virus culture, and reverse-transcription polymerase chain reaction. Results : Among these 138 patients with SARS, 28 (20.3%) presented with watery diarrhea and up to 38.4% of patients had symptoms of diarrhea during the course of illness. Diarrhea was more frequently observed during the first week of illness. The mean number of days with diarrhea was 3.7 ± 2.7, and most diarrhea was self-limiting. Intestinal biopsy specimens obtained by colonoscopy or autopsy showed minimal architectural disruption but the presence of active viral replication within both the small and large intestine. Coronavirus was also isolated by culture from these specimens, and SARS-CoV RNA can be detected in the stool of patients for more than 10 weeks after symptom onset. Conclusions : Diarrhea is a common presenting symptom of SARS. The intestinal tropism of the SARS-CoV has major implications on clinical presentation and viral transmission.",0,0,0,1,0,0,0.115628102,0.322604735,-0.21610537300000002,-0.049802022,-0.038301966,-0.037555347999999995,-0.079502031,-0.14690687800000002,-0.123531062,0.031538066000000003,0.008122707,0.007489053000000001,0.004509316,0.024220062,0.092932264,-0.042175622999999995,-0.00986488,0.02495753,0.014745466,0.067364912,0.018242746,-0.027789441,-0.082462908,0.001254124,-0.009337253,-0.040308486,-0.029624083,-0.014177241,-0.029737147000000002,-0.002705077
113,Pathological Changes in Masked Palm Civets Experimentally Infected by Severe Acute Respiratory Syndrome (SARS) Coronavirus,"Summary Masked palm civets are highly susceptible to infection with the severe acute respiratory syndrome coronavirus (SARS-CoV). Infected animals become less aggressive and develop pyrexia, lethargy and diarrhoea. The present study describes the spectrum of histopathological changes in the lung, spleen, lymph node, liver, small intestine, kidney and cerebrum of civets infected experimentally with SARS-CoV. In-situ hybridization (ISH) with probes specific for the RNA polymerase gene demonstrated viral RNA in the lung, small intestine and cerebrum only. In-situ labelling was employed in order to demonstrate cellular apoptosis in the cerebrum, but there was no evidence of apoptosis within the myocardium. These results indicate that SARS-CoV causes multi-organ pathology in civets, similar to that observed in human SARS patients. These parallels suggest that civets may be used as an animal model of this infection to gain insight into the pathogenesis of SARS and for evaluation of candidate vaccines and antiviral drugs.",0,0,0,1,0,0,-0.040427771,0.356230526,-0.206760547,-0.022296489,-0.061830023,0.033289366,-0.029730961,-0.19752961,-0.010692073,0.019861185,0.011164122,-0.03509397,0.021773426000000002,0.02165234,0.049643386,-0.0019138760000000001,-0.038855022999999995,0.012038416000000001,0.002065754,0.049651832,0.02879693,-0.0031526659999999997,0.011619728000000001,0.025268891,0.009689620999999999,-0.041523807,-0.05948581,0.0057691290000000004,0.002153523,0.005167837
137,A clinicopathological study of three cases of severe acute respiratory syndrome (SARS),"Summary Aims The severe acute respiratory syndrome (SARS) caused a large outbreak of atypical pneumonia in Beijing, China from early March 2003. We report the pathological features from three patients who died of SARS. Methods Autopsies were performed on three patients who died 9–15 days after the onset of the illness, and the clinical and laboratory features reviewed. Tissue sections were stained with haematoxylin and eosin (H&E), and in situ reverse transcriptase polymerase chain reaction (RT–PCR) on lung sections was performed using SARS coronavirus-specific primers. Results The typical gross pathological change in the lungs was diffuse haemorrhage on the lung surface. Histopathological examination revealed serous, fibrinous and haemorrhagic inflammation in most pulmonary alveoli, with capillary engorgement and some capillary microthrombosis. The pulmonary alveoli were thickened with interstitial mononuclear inflammatory infiltrates, diffuse alveolar damage, desquamation of pneumocytes and hyaline-membrane formation; fibrinoid material and erythrocytes were present in alveolar spaces. There were thromboemboli in some bronchial arterioles. Haemorrhagic necrosis and reduced numbers of lymphocytes were observed in lymph nodes and spleen. In situ RT–PCR detected SARS coronavirus RNA in type II alveolar cells, interstitial cells and bronchiolar epithelial cells from all three patients Conclusions Severe immunological damage in lung tissue is responsible for the clinical features of SARS.",0,0,0,1,0,0,0.05181569,0.229614978,-0.098097655,-0.084145922,-0.078378357,-0.01769115,-0.08878043599999999,-0.164657531,-0.12109919400000001,-0.003329362,-0.013867082,-0.010741968000000001,0.006893666,0.101256557,0.024446586,0.0020134370000000003,-0.004113139,0.026669778999999998,-0.041562699999999994,0.038459131,0.061789602,-0.007304985999999999,-0.035342011,-0.021658233,-0.008053194,-0.010786961000000001,-0.03573559,0.05679465400000001,-0.026607317000000002,-0.054192147
155,Attenuation of SARS coronavirus by a short hairpin RNA expression plasmid targeting RNA-dependent RNA polymerase,"Abstract Severe acute respiratory syndrome (SARS) is a highly contagious and sometimes a lethal disease, which spread over five continents in 2002–2003. Laboratory analysis showed that the etiologic agent for SARS is a new type of coronavirus. Currently, there is no specific treatment for this disease. RNA interference (RNAi) is a recently discovered antiviral mechanism in plant and animal cells that induces a specific degradation of double-stranded RNA. Here, we provide evidences that RNAi targeting at coronavirus RNA-dependent RNA polymerase (RDRP) using short hairpin RNA (shRNA) expression plasmids can specifically inhibit expression of extraneous coronavirus RDRP in 293 and HeLa cells. Moreover, this construct significantly reduced the plaque formation of SARS coronaviruses in Vero-E6 cells. The data may suggest a new approach for treatment of SARS patients.",0,0,0,1,0,0,-0.147542005,0.221643913,-0.19110998399999998,0.072041994,-0.081454897,-0.02145059,-0.009272672,-0.18490989300000002,-0.08808412800000001,0.038891173,0.04104395,0.010905938,0.016105162,0.058877729000000004,0.021091804,0.007430664,-0.029020555,0.01433752,0.027360033,0.013355147,0.056898719,-0.023221266,-0.00324369,-0.016654923000000002,-0.03584071,-0.03505054,0.009215622,0.042631434,0.018824545,0.017703492
158,"Expression, purification, and characterization of SARS coronavirus RNA polymerase","Abstract The RNA-dependent RNA polymerase (RdRp) of SARS coronavirus (SARS-CoV) is essential for viral replication and a potential target for anti-SARS drugs. We report here the cloning, expression, and purification of the N-terminal GST-fused SARS-CoV RdRp and its polymerase catalytic domain in Escherichia coli. During purification, the full-length GST-RdRp was found to cleave into three main fragments: an N-terminal p12 fragment, a middle p30 fragment, and a C-terminal p64 fragment comprising the catalytic domain, presumably due to bacterial proteases. Biochemical assays show that the full-length GST-RdRp has RdRp activity and the p64 and p12 fragments form a complex that exhibits comparable RdRp activity, whereas the GST-p64 protein has no activity, suggesting that the p12 domain is required for polymerase activity possibly via involvement in template-primer binding. Nonnucleoside HIV-1 RT inhibitors are shown to have no evident inhibitory effect on SARS-CoV RdRp activity. This work provides a basis for biochemical and structural studies of SARS-CoV RdRp and for development of anti-SARS drugs.",0,0,0,1,0,0,-0.18665653399999999,0.335232824,-0.24736380800000002,0.125071309,-0.103230616,-0.014061208,0.03519596,-0.183743198,-0.071787715,0.015038676,0.09432188,0.17332901899999997,-0.096929541,-0.09564069300000001,-0.070723939,-0.046005477,0.079536653,-0.03194521,0.004077323,-0.064632824,0.062577696,-0.019085392,0.12187087099999999,-0.012658283999999999,0.068849088,0.076129639,0.014792567,0.0154452,0.11580087900000001,0.090098468
