,title,ABS,G1,G2,G3,G4,G5,G6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
34,"Type-specific identification of influenza viruses A, B and C by the polymerase chain reaction","Abstract The aim of this study was to develop a polymerase chain reaction for specific detection of influenza A, B, and C RNA genomes. Three primer sets were selected from conserved regions of the genome coding for the non-structural proteins and were tested on 61 influenza A (22 H1N1, 9 H2N2, and 30 H3N2), 11 influenza B, and three influenza C isolates. Specific amplified products were obtained with all these strains after electrophoresis on a 2% agarose gel. The specificity of the reaction was increased by hybridization with oligonucleotide probes. When nucleic acids from a variety of micro-organisms from the respiratory tract were subjected to the PCR with these primers, no specific amplified products were generated. The sensitivity of the technique was found to be at the subpicogram level. The RNA-PCR was applied to 21 clinical specimens from patients with a culture/IF proven influenza infection. Six influenza A positive patients and 13 influenza B positive patients could be confirmed in the RNA-PCR. In two cases, influenza B positive IF specimens were found negative by the PCR. No virus could be isolated on eggs or tissue culture from these samples. RNA-PCR is a specific and sensitive technique for the detection of influenza virus genomes.",1,0,0,0,0,0,0.129571914,-0.046816895,0.07479658,0.265312349,0.022438251,0.214423773,-0.272072608,0.044106840999999994,-0.138467392,-0.041966055999999995,0.046692252999999996,0.013103861999999999,0.043587830999999994,0.073959711,-0.013146215,-0.021851891000000002,0.058804305999999994,-0.001735236,-0.018341866999999998,-0.09047127599999999,-0.004497526,0.010231305,0.066543638,-0.070658102,-0.037026831,-0.019286694,-0.068301163,0.002444785,-0.046796635999999996,0.10989475
83,28 New and Emerging Infections of the Lung,"Abstract In this era of rapid globalization and frequent travel, emerging viral infections have gained an immense potential to spread at an unprecedented speed and scale compared with the past. This poses a significant challenge to coordinated international efforts in global surveillance and infection control. Significantly, respiratory viral infections, spread mostly via droplet transmission, are extremely contagious and have caused significant morbidity and mortality during outbreaks in the last decade. Molecular diagnostics via reverse transcriptase polymerase chain reaction (RT-PCR) have been key in the rapid diagnosis of most of these viral infections. However, a high index of suspicion and early institution of appropriate isolation measures remain as the mainstay in the control and containment of the spread of these viral infections. Although treatment for most of the viral infections remains supportive, efficacious antiviral agents against influenza infections exist. The infections discussed in this chapter include those first described in the 2000s: Middle East respiratory syndrome coronavirus (MERS-CoV) and metapneumovirus and rhinovirus C as well as those that have been described in the past but have reemerged in the last decade in outbreaks resulting in significant morbidity and mortality, including adenovirus, influenza virus, and enterovirus D68 (EV-D68).",1,0,0,0,0,0,0.11379010099999999,0.028762238,-0.03048459,0.09978385199999999,-0.051313273,0.079952272,0.045584630999999994,0.080057871,0.127040276,0.07802322,0.019717838,-0.048446191,0.075759332,-0.028794182,0.059542877,-0.039231979,-0.004433151,0.01760543,-0.021514752999999998,0.032564562000000005,-0.021465856000000002,-0.03439515,-0.068765785,0.062173321,0.02710518,-0.012494392,0.005531724,-0.046905952,0.057766152,0.024338292
86,Identification of New Pathogens in the Intraocular Fluid of Patients With Uveitis,"Purpose To determine infectious causes in patients with uveitis of unknown origin by intraocular fluids analysis. Design Case-control study. Methods Ocular fluids from 139 patients suspected of infectious uveitis, but negative for herpes simplex virus, varicella-zoster virus, cytomegalovirus, and Toxoplasma gondii by polymerase chain reaction and/or antibody analysis in intraocular fluids, were assessed for the presence of 18 viruses and 3 bacteria by real-time polymerase chain reaction (PCR). The ocular fluids from 48 patients with uveitis of known etiology or with cataract were included as controls. Results Positive PCR results were found for Epstein-Barr virus, for rubella virus, and for human herpesvirus 6 each in 1 patient and for human parechovirus in 4 patients. Of the human parechovirus–positive patients, 1 was immunocompromised and had panuveitis. The other 3 patients were immunocompetent and had anterior uveitis, all with corneal involvement. Conclusions Human parechovirus might be associated with infectious (kerato)uveitis.",1,0,0,0,0,0,0.127007396,-0.006698386,-0.013547588999999999,-0.08141528599999999,-0.021745691,-0.017922168999999998,-0.055342494000000006,0.077508968,-0.11936451099999999,0.076743795,-0.016484078,0.0048774790000000005,0.040589229,0.094259701,-0.018542664,-0.028460827,0.034266015,0.033584081,-0.010007081999999999,0.012538856000000001,0.06745351599999999,-0.012597115,0.010952567,-0.017202325,-0.052398516,0.009047022,0.0023742570000000003,-0.008487463,-0.062250747,-6.22e-06
87,2009 H1N1 Influenza: A Twenty-First Century Pandemic With Roots in the Early Twentieth Century,"Abstract A swine-origin H1N1 triple-reassortant influenza A virus found to be a distant relative of the 1918 “Spanish flu” virus emerged in April 2009 to give rise to the first influenza pandemic of the 21st century. Although disease was generally mild and similar to seasonal influenza, severe manifestations including respiratory failure were noted in some, particularly those with underlying conditions such as asthma, pregnancy and immunosuppression. Children and younger adults accounted for most cases, hospitalizations and deaths. A reverse transcriptase-polymerase chain reaction assay was superior to antigen-based rapid tests for diagnosis. All 2009 H1N1 pandemic influenza strains were susceptible to 1 or more neuraminidase inhibitors. Monovalent, unadjuvanted 2009 H1N1 vaccines were licensed in the United States in September 2009 and initially targeted to younger individuals, pregnant women, caretakers of infants and healthcare providers. The 2009 H1N1 pandemic highlights the need for modernization of influenza vaccines, improved diagnostics and more rigorous evaluation of mitigation strategies.",1,0,0,0,0,0,0.119648415,-0.077578274,-0.006617999,0.134348079,-0.040377701,0.288035286,-0.12246711,0.005931675,0.0006841089999999999,-0.10216597599999999,0.014141226000000002,0.050370862,0.004987635,-0.067342184,0.023881361,0.034875075,-0.014446158,0.025796467000000003,-0.053584274,-0.044930535,0.006282866999999999,-0.031813432,-0.049023165,-0.036095725,-0.050266877,0.058425883,-0.058324679000000004,0.028096517,0.056862822,0.105608721
96,Multiplex Molecular Detection of Respiratory Pathogens in Children With Asthma Exacerbation,"Background Up to 80% of asthma exacerbations in white children are associated with viral upper respiratory infections. The relative importance of different respiratory pathogens and relevant microbiological data in Asian children are unclear. This study elucidated the epidemiology of respiratory infections in Hong Kong children with asthma exacerbation. Methods A total of 209 children aged 3-18 years with asthma exacerbations and 77 controls with stable asthma were recruited. The severity of asthma exacerbations was assessed according to Global Initiative for Asthma guideline, and subjects aged 6 years or older performed exhaled nitric oxide and spirometric measurements. Nested multiplex polymerase chain reaction was used to detect 20 different respiratory pathogens. Results Respiratory pathogens were detected in 105 (51.0%) subjects. The presence of any respiratory pathogen was associated with asthma exacerbation (odds ratio [OR], 2.77; 95% CI, 1.51–5.11; P < .001). Specifically, human rhinovirus (HRV) infection was more common among children with asthma exacerbation (OR, 2.38; 95% CI, 1.09–5.32; P = .018). All other pathogens or coinfections were not associated with asthmatic attacks. None of these respiratory infections was associated with the severity of asthma exacerbation (P > .15 for all). During peak HRV season in the winter of 2007 to 2008, this virus was detected in 46.4% of children with asthma exacerbations. Conclusions Respiratory viral infections are commonly found in children with asthma exacerbation, with HRV being the most important pathogen in our patients. Respiratory viral infection is a triggering factor for asthma exacerbation but does not correlate with its severity.",1,0,0,0,0,0,0.19996577199999999,-0.128555088,-0.10197493,-0.050380247999999996,0.008442683000000001,-0.132211016,0.086884725,-0.06582762,0.032911754,0.026827242,-0.034683276,-0.044164499,-0.037306723,-0.045622120999999995,0.024621755,0.043524504000000006,0.006020915999999999,-0.135989391,0.075819863,-0.047519048,-0.072473328,-0.158692834,-0.055197105999999996,0.169608343,-0.047645810999999996,0.175175634,-0.146867771,-0.07500638700000001,0.170679369,0.246267017
97,The Natural Viral Load Profile of Patients With Pandemic 2009 Influenza A(H1N1) and the Effect of Oseltamivir Treatment,"Background The natural history of viral shedding from the upper respiratory tract of the new pandemic 2009 influenza A(H1N1) and the effect of oseltamivir treatment were uncertain. Methods A retrospective cohort study involving 145 consecutive patients with specimens positive by reverse transcriptase-polymerase chain reaction for the matrix and new H1 genes was conducted. Results The nontreated and oseltamivir-treated patients were comparable in their viral load at presentation, demography, and the presenting symptoms. No correlation was observed between viral load with age and number of symptoms. Viral load of nasopharyngeal aspirate (NPA) was significantly lower in treated than in nontreated patients at day 5 after symptom onset. When oseltamivir was initiated ≤ 2 days after symptom onset, a greater rate of viral load reduction in NPA of treated patients than that of nontreated patients was observed (−0.638 [95% CI, −0.809 to −0.466] vs −0.409 [95% CI, −0.663 to −0.185] log10 copies/mL/d post-symptom onset), and the viral load was undetectable at day 6 after oseltamivir initiation, which was 1 day earlier than that of those whose treatment was initiated > 2 days of symptom onset. The viral load was inversely correlated with concomitant absolute lymphocyte count in nontreated patients (Pearson correlation coefficient [r] = −0.687, P = .001) and treated patients (Pearson r = −0.365, P < .001). Resolution of fever was 1.4 days later in nontreated than treated patients (P = .012) Conclusions The natural viral load profile was described. Oral oseltamivir suppresses viral load more effectively when given early in mild cases of pandemic 2009 influenza A(H1N1) infections.",1,0,0,0,0,0,0.150781807,-0.0498899,-0.099375083,-0.047279922,-0.10648442400000001,0.035659629,-0.062703991,0.060290254,-0.12292674199999999,-0.006657749,0.002771178,0.019202501,-0.022411356,0.068917163,-0.038144056,0.018251322,-0.028934667999999997,0.01481786,0.0057880119999999995,-0.000364719,-0.06706153299999999,-0.00943513,-0.107802125,0.013335037,-0.10441921,-0.012542257,0.027765899,-0.11802384099999999,-0.051117558,0.08624392800000001
98,"Clinical Course of Avian Influenza A(H5N1) in Patients at the Persahabatan Hospital, Jakarta, Indonesia, 2005–2008","Background Limited understanding of the presentation and course of influenza A(H5N1) infection in humans hinders evidence-based management. Methods We reviewed the case records of patients admitted to the Persahabatan Hospital (RSP), Jakarta, Indonesia, with influenza A(H5N1) confirmed by real-time polymerase chain reaction. Results Twenty-two previously well patients, aged 3 to 47 years (median 24.5 years), were identified. All attended a clinic or hospital after a median of 2 days of illness (range 0–7). Times to first dose of oseltamivir (three died before receiving oseltamivir) were 2 to 12 days (median 7 days), administered mostly (n = 15) at RSP. Nineteen patients required mechanical ventilation. Deaths numbered 18 (case fatality = 82%) occurring within hours to 6 days of RSP admission, corresponding to 6 to 16 days of illness. Admission hyperglycemia (≥ 140 mg/dL), unrelated to steroids or known underlying diabetes mellitus, and elevated D-dimer levels (0.81–5.2 mg/L, upper limit of normal < 0.5 mg/L) were present in 14/21 (67%) and 20/21 (95%) patients, respectively. Fibrinogen concentrations were mostly low/normal at 129.9 to 517.9 mg/dL (median 241.1, normal 200–400 mg/dL), whereas C-reactive protein (9/11) and ferritin (6/8) levels were increased. Risk factors for death (univariate analysis) included: (1) increased D-dimers, (2) hyperglycema, (3) increased urea, (4) more extensive chest radiograph shadowing, and (5) lower admission oxygen saturation. Conclusions Early diagnosis and effective treatment of human influenza A(H5N1) infection remains challenging. Most patients were referred late with advanced disease. Oseltamivir had limited clinical impact. Elevated D-dimer levels, consistent with fibrinolysis, and hyperglycemia warrant more research to determine their underlying mechanisms and optimal treatment.",1,0,0,0,0,0,0.135777019,-0.037723664,-0.080116033,-0.082488916,-0.08741688800000001,0.081518155,-0.08725910199999999,0.085144322,-0.08491636,-0.030876336,-0.008435198,0.034480457,-0.034437381,0.040422629,-0.060944045,0.04229815,-0.007963568,0.043910280999999995,-0.010345038,0.012411853999999998,0.008369854,-0.043908073,-0.04583330099999999,-0.029926749,-0.038505725,-0.013834076,0.012364306,-0.049057104000000004,-0.020657117,0.0068240440000000005
99,Respiratory Viruses in Adults With Community-Acquired Pneumonia,"Background Use of nucleic acid amplification techniques has increased the identification of respiratory viruses (RVs) in adult patients with community-acquired pneumonia (CAP). The objectives of the present study were to identify RV in patients with CAP using three different sampling methods and to compare CAP virus proportions and types with two comparison groups. Methods The study population included 183 adult patients with CAP, 450 control subjects, and 201 patients with nonpneumonic lower respiratory tract infection (NPLRTI). Each participant was sampled by oropharyngeal swab, nasopharyngeal swab, and nasopharyngeal washing, and the samples were tested for detection of 12 RVs by multiplex TaqMan Hydrolysis probe-based real-time polymerase chain reaction (Integrated DNA Technology; Coralville, IA). Results At least one RV was identified in 58 patients with CAP (31.7%) compared with 32 (7.1%) in control subjects and 104 (51.7%) in patients with NPLRTI (P < .01 and P < .01, respectively). Coronaviruses were identified in 24 (13.1%) patients with CAP, compared with 17 (3.8%) in control subjects, and 21 (10.4%) patients with NPLRTI. Respiratory syncytial virus was identified in 13 (7.1%), four (0.9%), and seven (3.5%); rhinovirus in nine (4.9%), nine (2.0%), and 15 (7.5%); and influenza virus in eight (4.4%), two (0.4%), and 63 (31.3%) patients with CAP, control subjects, and patients with NPLRTI, respectively. Conclusions The proportion of RV involvement in CAP is higher than previously reported. The proportion of RV identified in healthy subjects is significantly lower than in CAP, but it is not zero and should be weighed when interpreting corresponding proportions among patients.",1,0,0,0,0,0,0.219107668,-0.054670559,-0.078630243,-0.074246475,-0.052045502,-0.078702096,-0.074538904,0.119195049,-0.24693393100000002,0.091445922,-0.115018358,0.009215214000000001,0.021790737999999997,0.057780492,-0.12221727800000001,-0.049104466,0.035250763,-0.009922178,-0.037965679,0.12013795099999999,0.030013266,-0.027014467,0.197911693,0.083076676,0.08740543199999999,-0.11199932800000001,-0.010896878,0.068854926,0.067115714,0.079241582
100,"Upper-Respiratory Viral Infection, Biomarkers, and COPD Exacerbations","Background Respiratory viruses frequently are recovered in the upper-respiratory tract during acute exacerbations of COPD (AECOPD), but their role as contributing pathogens remains unclear. The usefulness of procalcitonin and C-reactive protein as indicators of the presence or absence of viral infection in this setting also needs to be evaluated. Methods The study was of a prospective cohort of patients with COPD admitted to the ED for AECOPD. Reverse transcriptase-polymerase chain reaction (RT-PCR) for 14 respiratory viruses was performed on nasopharyngeal swabs collected at admission and after recovery in stable condition. Results Eighty-six patients (mean age, 72 years; male, 64%) were included. During AECOPD, upper-respiratory viral infections were detected in 44 (51%) patients: picornavirus in 22, metapneumovirus in seven, coronavirus in eight, influenza A/B in two, parainfluenza in two, and respiratory syncytial virus in three. A dual infection was present in three patients. After recovery, viruses were detected in only eight (11%) of 71 patients (P < .001 compared with AECOPD phase). In five of these patients, no virus had been identified during the initial exacerbation, thus suggesting a new viral infection acquired during follow-up. During AECOPD, procalcitonin and C-reactive protein levels did not differ significantly between patients with or without a proven viral infection. Conclusions Prevalence of upper-respiratory viral infection, as detected from nasopharyngeal swab by RT-PCR, is high in AECOPD and low after clinical recovery, suggesting that AECOPD frequently are triggered by viral infections initiated in the upper-respiratory tract. In our study, serum procalcitonin and C-reactive protein did not discriminate virus-associated exacerbations from others. Trial registration clinicaltrials.gov; Identifier: NCT00448604.",1,0,0,0,0,0,0.201742587,-0.06267139599999999,-0.093308784,-0.013922994,-0.034170514,-0.07729457299999999,-0.031521946,0.043428937,-0.078852377,0.076333368,-0.03303363,-0.041381045,0.035673592999999997,0.121038903,-0.014117336000000001,-0.059347360999999994,0.093509724,-0.031972919,0.036034785,0.051736519,0.042440959,-0.10821186199999999,-0.054632664000000004,0.060226191,0.030101284,0.047470012,-0.006349128000000001,-0.043188242,0.004641414,0.060613528
102,A Prospective Study of Respiratory Viral Infection in Pregnant Women With and Without Asthma,"Background Respiratory viral infections are common in pregnancy, but their health impact, especially in asthma, is unknown. The objective of this study was to assess the frequency, severity, and consequences of respiratory viral infection during pregnancy in women with and without asthma. Methods In this prospective cohort study, common cold symptoms were assessed during pregnancy in 168 women with asthma and 117 women without asthma using the common cold questionnaire and by self-report. Nasal and throat swabs were collected for suspected infections and tested by polymerase chain reaction for respiratory viruses. Pregnancy and asthma outcomes were recorded. Results Pregnant women with asthma had more prospective self-reported and questionnaire-detected common colds than pregnant women without asthma (incidence rate ratio, 1.77; 95% CI, 1.30-2.42; P < .0001). Retrospectively reported common colds in early pregnancy and post partum were increased in women with asthma compared with women without asthma. The severity of cold symptoms was also increased in women with asthma (total cold score median, 8; interquartile range [5, 10] in women with asthma vs 6 [5, 8] in control subjects; P = .031). Among women with asthma, having a laboratory-confirmed viral infection was associated with poorer maternal health, with 60% of infections associated with uncontrolled asthma and a higher likelihood of preeclampsia. Conclusions Pregnant women with asthma have more common colds during pregnancy than pregnant women without asthma. Colds during pregnancy were associated with adverse maternal and pregnancy outcomes. Prevention of viral infection in pregnancy may improve the health of mothers with asthma.",1,0,0,0,0,0,0.066428561,-0.05244239,-0.04445202400000001,-0.08556024699999999,-0.028024369,-0.022795252999999998,0.03669541,-0.001467534,0.009764817,-0.013630133999999999,-0.002372064,-0.008009246999999999,-0.045579592,-0.049304312999999995,0.023048635,0.053435113,0.002510785,-0.07579669900000001,0.043941455,-0.049559475,-0.04259653,-0.152260908,-0.083506818,0.061720332,0.014099223000000001,0.074054352,-0.038465924,-0.023347682999999998,0.08573932599999999,0.112607025
